wwtp_jurisdiction,junk1,junk2,wwtp_name,county_names,lab_id,population_served,sample_location,sample_matrix,pcr_target_units,pcr_target,pcr_target_avg_conc,pcr_target_flowpop_lin,lod_sewage,pcr_target_below_lod,sample_collect_date,quality_flag
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,132.73999383105556,300.9897037628022,9.965656080620311,0,2023-07-10,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.8835014744010268,710.6242742600398,0.25699016613869846,0,2023-07-10,NA
ZZ,F,NO,13,65174,2,8472,wwtp,raw wastewater,copies/g dry sludge,sars-cov-2,186.63211464763253,6.448344206809252,8.678303120380205,0,2023-07-10,no
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,7.717464574326779,16.383796256828802,20.529840694664493,0,2023-07-11,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,24.00880480813905,70.22797057025903,3.4655121624057426,0,2023-07-11,result is not quantifiable
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,16.739955666498375,312.73707079100194,3.035946335104121,0,2023-07-11,> max temp and/or hold time
CA,A,YES,5,34687,3,1000000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,0.931657731939781,70.43588600329262,1.863315463879562,1,2023-07-11,NA
CA,A,YES,5,34687,4,1000000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,48.51465102658729,803.8174893268102,1.183470875692719,0,2023-07-11,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,5.1713765252420965,58.38233223227598,11.457025196809154,0,2023-07-11,yes
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,6.502173144813194,193.10186158070346,12.309034225780419,0,2023-07-11,no
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,741.01402495434,72.46487149825553,11.48150388753033,0,2023-07-11,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,527.1209458543116,872.595872515886,1.374753289006661,0,2023-07-11,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.6039125356778468,12.188942844163753,1.3120061798142253,0,2023-07-11,no
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,7.944992394163731,837.4203115687657,1.5976617777047457,0,2023-07-12,no
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,2.353228452672452,987.1544036992674,4.706456905344904,1,2023-07-12,no
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,11.396949210275352,34.44058334128715,7.468245802137186,0,2023-07-12,no
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,13.00250556256381,317.8975971043451,16.314870169073192,0,2023-07-12,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,408.76322610566086,992.0951990148831,12.419737437951905,0,2023-07-12,no
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,19.636444571235103,268.17966791176303,6.588590792565492,0,2023-07-12,no
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,455.13644102804267,7.293477578141697,10.528096080942063,0,2023-07-12,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.6298608661646992,173.86684834859736,0.30464524380989333,0,2023-07-12,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,41.51428591660013,81.41641651292139,1.584614391186242,0,2023-07-13,no
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,72.54495511424763,230.61234580545207,19.02097722321938,0,2023-07-13,temperature not assessed upon arrival at the laboratory
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,124.43408364890477,230.1286855378592,3.5217228195229016,0,2023-07-13,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,0.7344417610142682,38.882240648787075,1.4688835220285363,1,2023-07-13,no
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,728.9839767856851,389.70662879942984,13.009210467392592,0,2023-07-13,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.9933259983291647,36.60256515326269,0.29711714902320474,0,2023-07-13,no
XX,D,ye,13,65174,10,1000000000,wwtp,raw wastewater,copies/l wastewater,FLUAV,124.0738871020695,258.9940426039666,19.097747416186202,0,2023-07-13,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,0.93826933952755,44.69264572935639,1.8765386790551,1,2023-07-14,no
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,55.52731665842245,5.895663003002946,22.51125104773069,0,2023-07-14,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,164.08102342886792,308.02984168192944,2.4975765827769427,0,2023-07-14,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,45.14404398527416,119.93273812538193,4.745574413654393,0,2023-07-14,no
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,8.044557502955271,14.756592287965516,20.99737213635358,0,2023-07-14,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,1.1133885489551105,7.71278967281845,2.226777097910221,1,2023-07-14,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,83.10478438773698,623.0606796022838,17.0193196034174,0,2023-07-14,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,22.202168411106786,743.803278964884,5.8296330179847065,0,2023-07-14,y
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,2.185250461847421,11.011194730903643,1.247676260823159,0,2023-07-14,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,795.655576312077,708.0869856489144,23.358835684662168,0,2023-07-15,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,6.707720784480135,362.72722244038005,1.9658402755819568,0,2023-07-15,y
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,78.5145417591039,19.872184032401016,5.933856526543314,0,2023-07-15,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,48.145194368623656,152.0628129617066,5.441635315770852,0,2023-07-15,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,101.06928551938962,47.10168137117944,2.101542040267802,0,2023-07-15,no
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,69.31315305819089,182.00764014746503,18.15433067907769,0,2023-07-15,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,8.142074611877137,5.805846186768318,1.2860421542955445,0,2023-07-15,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.5815131185445985,65.9818477228319,0.6665179534596019,0,2023-07-15,> max temp and/or hold time
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,6.551935780466369,13.333930645682143,13.103871560932738,1,2023-07-16,no
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,3.044330667966795,7.32693770316833,6.08866133593359,1,2023-07-16,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,770.7282120328325,56.95659592164818,17.30392034646923,0,2023-07-16,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,95.66168209559994,9.0079802045799,1.9141521256105298,0,2023-07-16,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,17.53093797199904,9.109771037353486,1.412627070427465,0,2023-07-16,no
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,73.75315379886283,302.9004350515071,12.134994101840299,0,2023-07-16,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,6.155250822860765,66.46328090667852,8.734357406664934,0,2023-07-16,no
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.041509542176899,229.37451077843812,0.9579136299379967,0,2023-07-16,NA
YY,E,No,15,98436,4,13,upstream,primary sludge,copies/g dry sludge,sars-cov-2,8.492050618662649,420.8303385238243,16.984101237325298,1,2023-07-16,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,5.882346411121828,39.322479253267844,11.764692822243656,1,2023-07-17,> max temp and/or hold time
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,9.033386126282563,108.05455560068502,8.777395398940188,0,2023-07-17,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,211.3941266521302,6.4292960956101455,10.973809774102156,0,2023-07-17,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,173.09189944929298,41.11433051978895,10.159206211965113,0,2023-07-17,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,588.0695150705761,8.633242750827845,3.5355390464383674,0,2023-07-17,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,105.21452258280651,10.65218739155434,24.343530859116047,0,2023-07-17,y
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,2.5837419662659045,239.43027677959032,0.2760732676271765,0,2023-07-17,NA
XX,D,ye,15,98436,10,1000000000,wwtp,raw wastewater,copies/l wastewater,FLUAV,10.08711490288661,121.55540654601802,20.17422980577322,1,2023-07-17,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,241.68723320654166,111.96442647581554,19.774130720183855,0,2023-07-18,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,537.9248750681627,822.5197847312589,22.020642895941357,0,2023-07-18,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,16.226026094539854,611.7953876096274,13.514793961665061,0,2023-07-18,temperature not assessed upon arrival at the laboratory
CA,A,YES,5,34687,4,1000000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,36.62244984087406,430.9258004560411,2.759467631177355,0,2023-07-18,no
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,63.22908977775509,436.962517804828,1.009390111624778,0,2023-07-18,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,750.8610767918537,256.8698596470396,1.8428080930087778,0,2023-07-18,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,601.7329980312988,110.95795974497264,1.3633029722287286,0,2023-07-18,no
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,1.4767467385567152,234.06219282230043,2.9534934771134305,1,2023-07-18,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,43.394035193624006,39.46900061049787,5.129002133042138,0,2023-07-19,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,12.144038358853544,130.19728200548795,16.189449004203126,0,2023-07-19,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,65.42278306616743,224.07515066658064,5.575897845450405,0,2023-07-19,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,2.0094458540818056,746.467128002413,4.018891708163611,1,2023-07-19,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,475.0985020274341,25.94211370112956,9.867254826761892,0,2023-07-19,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,10.644001481437686,36.573517141692264,1.1271975957925,0,2023-07-19,no
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,14.516678699373639,141.83595631243017,1.5557635594648263,0,2023-07-19,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.7596387160318898,118.68572725080334,0.6839470365147324,0,2023-07-19,NA
ZZ,F,NO,12,32541,1,8472,wwtp,raw wastewater,copies/g dry sludge,sars-cov-2,19.879466600947246,169.81487827120927,3.6896504606912592,0,2023-07-19,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,5.0225912503747265,419.06460655529287,2.617504050003626,0,2023-07-20,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,93.16860177145843,300.7999900496941,5.984573058392557,0,2023-07-20,no
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,42.79508070595576,80.41527350366636,8.058769680438006,0,2023-07-20,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,128.24910665912122,387.5257651979432,4.303074273201593,0,2023-07-20,temperature not assessed upon arrival at the laboratory
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,537.1873457887094,5.304618012230567,18.14733567138234,0,2023-07-20,> max temp and/or hold time
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,119.93842043929429,114.92858920274679,14.032907908478409,0,2023-07-20,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,17.18420005425334,249.64294557907263,2.4579698189272334,0,2023-07-20,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,2.7543753621461144,7.987570144254859,1.1471414867309968,0,2023-07-20,no
XX,D,ye,12,32541,10,1000000000,wwtp,raw wastewater,copies/l wastewater,FLUAV,70.97089695594413,100.77192193153839,2.0160185123712093,0,2023-07-20,NA
ZZ,F,NO,13,65174,2,8472,wwtp,raw wastewater,copies/g dry sludge,sars-cov-2,472.72050106819825,422.81727722072645,1.1035821955921314,0,2023-07-20,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,577.5598577313433,163.07337147206727,24.214569522151354,0,2023-07-21,no
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,266.897260359998,223.4530678946011,22.06620546840118,0,2023-07-21,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,405.9456914943519,278.3879406999624,4.534869060789636,0,2023-07-21,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,216.85011118147364,11.271527034164327,5.186482146010251,0,2023-07-21,temperature not assessed upon arrival at the laboratory
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,74.39118804514018,614.1825810621549,1.028601411528418,0,2023-07-21,result is not quantifiable
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,387.3704205231332,464.6320905644908,12.200819044143627,0,2023-07-21,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,8.22510757052565,779.8759706479922,1.7575766448674532,0,2023-07-21,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,-0.05119827491285073,26.97305319474855,0.24983172075113044,1,2023-07-21,NA
XX,D,ye,13,65174,10,1000000000,wwtp,raw wastewater,copies/l wastewater,FLUAV,504.32812637403566,5.83155458514248,2.420854667589885,0,2023-07-21,NA
XX,D,ye,15,98436,10,1000000000,wwtp,raw wastewater,copies/l wastewater,FLUAV,563.9541838219717,130.74024183188638,6.379283749680133,0,2023-07-21,no
ZZ,F,NO,15,98436,4,8472,wwtp,raw wastewater,copies/g dry sludge,sars-cov-2,34.423170413279976,284.7916691874159,2.875191943404999,0,2023-07-21,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,11.032938404219838,67.90345189717881,7.6546364904309225,0,2023-07-22,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,86.06362261142885,25.49200522379626,9.323497288504242,0,2023-07-22,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,4.215090567519388,15.991860059954055,8.430181135038776,1,2023-07-22,temperature not assessed upon arrival at the laboratory
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,1.211994686232142,13.025174350814847,2.423989372464284,1,2023-07-22,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,131.90106228947778,101.83769940905518,9.82648318242834,0,2023-07-22,no
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,92.60776366705345,7.161859873871535,4.347341025077192,0,2023-07-22,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,246.705412559002,38.15815691645869,8.669886521405825,0,2023-07-22,no
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,192.08745255336368,6.099214804938713,4.629318364001758,0,2023-07-22,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,2.1479632656729564,386.096158413021,0.6962755053899595,0,2023-07-22,NA
XX,D,ye,12,32541,10,1000000000,wwtp,raw wastewater,copies/l wastewater,FLUAV,923.4490724658855,29.578513120980205,4.855949844833705,0,2023-07-22,NA
YY,E,No,14,09634,3,13,upstream,primary sludge,copies/g dry sludge,sars-cov-2,10.798486582741294,757.1323226902997,21.596973165482588,1,2023-07-22,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,349.66652388334256,5.973007269086334,3.1100791023289265,0,2023-07-23,no
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,4.8442883977067765,198.30799799749943,9.688576795413553,1,2023-07-23,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,430.2736317767041,6.2208215486945395,13.798099441223014,0,2023-07-23,result is not quantifiable
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,518.9170735925353,854.1811095960346,17.49815503215251,0,2023-07-23,no
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,6.886271912337521,84.91545507777077,8.84182279211746,0,2023-07-23,below loq
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.0908938669681871,5.45394528060175,1.1451872047714888,0,2023-07-23,no
XX,D,ye,15,98436,10,1000000000,wwtp,raw wastewater,copies/l wastewater,FLUAV,230.41056809693274,402.98400962142017,2.838318575520138,0,2023-07-23,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,421.5581390603822,50.35463879070723,8.61281044196096,0,2023-07-24,y
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,13.931704961820937,33.50447991282662,7.00103565994306,0,2023-07-24,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,70.68597390973369,5.149639862998421,1.1925513163121158,0,2023-07-24,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,12.410294366260937,51.76608303310153,13.589369036717457,0,2023-07-24,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,5.126477751661954,11.940671189758673,2.689051997922301,0,2023-07-24,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,35.444322398416176,822.1245737359479,1.3704801396102488,0,2023-07-24,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,19.678224499034048,15.670833550807297,5.566075820590167,0,2023-07-24,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.2896805336781794,8.997528693520168,1.164342497798732,0,2023-07-24,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,23.610997025519655,5.371442831117368,16.501544238849036,0,2023-07-25,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,11.131632377366053,495.84583303313366,8.18280331494476,0,2023-07-25,NA
CA,A,YES,5,34687,3,1000000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,210.61745521349232,45.49156443572035,22.77546631120279,0,2023-07-25,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,35.572668333924135,666.6232906241524,3.173564589181408,0,2023-07-25,NA
CA,A,YES,5,34687,4,1000000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,46.034555134965295,6.9041689710217256,9.083707699348228,0,2023-07-25,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,230.26210868762553,35.81418044984833,1.6929321809334588,0,2023-07-25,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,48.1848695828013,362.5466632522034,11.04271122445443,0,2023-07-25,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,56.84958442586768,17.272331132916392,1.4266905228561024,0,2023-07-25,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,19.726375677269136,15.557311260099098,3.981193447017898,0,2023-07-25,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.7810502996272863,25.67138528128818,0.7728682348177237,0,2023-07-25,NA
YY,E,No,13,65174,2,13,upstream,primary sludge,copies/g dry sludge,sars-cov-2,10.047924691736624,11.555097645033824,12.015321395023786,0,2023-07-25,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,7.4285751551321955,19.457111516742547,7.053586036128444,0,2023-07-26,temperature not assessed upon arrival at the laboratory
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,2.022878459375225,367.9357253557759,4.04575691875045,1,2023-07-26,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,605.2738581265361,13.228818256721318,2.200025417772529,0,2023-07-26,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,918.4555018609133,47.42556023969875,1.561819227217992,0,2023-07-26,> max temp and/or hold time
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,9.870542766401227,22.99169488312762,8.284825151691335,0,2023-07-26,no
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,45.5517567571074,25.743014750312746,1.2046951089329523,0,2023-07-26,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,987.3083082079538,9.290153493600062,1.3437724561565907,0,2023-07-26,no
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,2.6981669463675733,579.0400872135936,1.1842199545573608,0,2023-07-26,NA
ZZ,F,NO,13,65174,2,8472,wwtp,raw wastewater,copies/g dry sludge,sars-cov-2,683.1767472521793,959.9423931079921,1.8497728700884701,0,2023-07-26,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,5.055534203854524,176.16206933310832,16.59448203988224,0,2023-07-27,> max temp and/or hold time
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,18.34817059311526,30.198938215788566,4.084743957726863,0,2023-07-27,no
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,25.393595958767254,42.04473143028779,20.468704754309428,0,2023-07-27,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,10.260974833426713,47.098409991349065,1.238724105245997,0,2023-07-27,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,61.439719294020065,658.5149958042917,13.38389749484834,0,2023-07-27,no
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,69.44356844778974,421.4201693986762,2.3585611383696983,0,2023-07-27,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,17.20340881764183,411.1027015651457,1.1114410453881693,0,2023-07-27,no
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.4660105951254385,29.833140201273768,1.283289265605,0,2023-07-27,no
XX,D,ye,14,09634,10,1000000000,wwtp,raw wastewater,copies/l wastewater,FLUAV,1.1144662421971845,6.3929155639487805,2.228932484394369,1,2023-07-27,NA
YY,E,No,15,98436,4,13,upstream,primary sludge,copies/g dry sludge,sars-cov-2,74.96824753548066,359.24262787918093,2.087121568031942,0,2023-07-27,temperature not assessed upon arrival at the laboratory
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,6.757122856022711,482.460205052603,10.015110580420062,0,2023-07-28,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,523.004904845772,77.67660235298708,12.556092808646966,0,2023-07-28,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,11.965686775859371,42.07324912883769,23.931373551718742,1,2023-07-28,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,26.869646565182435,193.4692064575791,9.6319546219826,0,2023-07-28,no
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,43.11517432171161,8.71907065410205,18.625036578631903,0,2023-07-28,temperature not assessed upon arrival at the laboratory
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,780.0696724720883,130.89778247621842,2.7780691144942384,0,2023-07-28,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,0.17922483080784876,178.41650913675426,0.48025482647182993,1,2023-07-28,temperature not assessed upon arrival at the laboratory
